epoch,metric,metric_tc,metric_wt,metric_et,train_loss,val_loss
1,0.1061340719461441,0.11811786890029907,0.11041149497032166,0.09949197620153427,0.9719691230885444,0.9834323025518849
2,0.14344793558120728,0.15607334673404694,0.1490563303232193,0.13861675560474396,0.9610711547636217,0.9800058680195962
3,0.16495785117149353,0.17798201739788055,0.1702679991722107,0.16230690479278564,0.9506678326476005,0.9760427821067071
4,0.20039567351341248,0.2142886519432068,0.20781825482845306,0.19821728765964508,0.93482292467548,0.9707000890085774
5,0.18514737486839294,0.195304736495018,0.19370371103286743,0.18423494696617126,0.9120357409119606,0.9656248900198168
6,0.22556869685649872,0.23834124207496643,0.23653408885002136,0.22335754334926605,0.8708035858167756,0.9558714705128823
7,0.2844759225845337,0.29817527532577515,0.3010806739330292,0.28129076957702637,0.815351405871972,0.9443745382370488
8,0.27351322770118713,0.2863161861896515,0.2903100550174713,0.27001962065696716,0.7409731821427422,0.9386448687122714
9,0.2545023262500763,0.2681545317173004,0.2723453938961029,0.24687635898590088,0.6813158785563803,0.9374848527293052
10,0.3410535752773285,0.3550395667552948,0.3627305328845978,0.3379979431629181,0.62741522905567,0.9263522990288273
11,0.3667318820953369,0.3839118778705597,0.39193210005760193,0.35900065302848816,0.5692337072123924,0.9246913194656372
12,0.3638319671154022,0.37998563051223755,0.3870948553085327,0.3590354919433594,0.5316446803870701,0.9227177462270183
13,0.405510812997818,0.4231296181678772,0.43411388993263245,0.3971932530403137,0.5123955447286848,0.9172039205028165
14,0.41359299421310425,0.4336774945259094,0.44143861532211304,0.40454769134521484,0.49291622611663993,0.917208323555608
15,0.4013814628124237,0.4214233160018921,0.42888715863227844,0.39130106568336487,0.46631847499238865,0.9185698378470636
16,0.4573027193546295,0.47740283608436584,0.48312297463417053,0.45276179909706116,0.45347942933139784,0.9134957867283975
17,0.4488631784915924,0.4684165120124817,0.47925254702568054,0.4407435953617096,0.4346274658436737,0.913388890604819
18,0.43878433108329773,0.4564629793167114,0.4716370105743408,0.4284370243549347,0.4575515258306217,0.9239253728620468
19,0.4698731005191803,0.49614956974983215,0.5147801637649536,0.43385934829711914,0.42744066419019816,0.9221088232532624
20,0.4876406192779541,0.5114355087280273,0.5162680149078369,0.4789683222770691,0.4117056603483375,0.9129245646538273
21,0.5148430466651917,0.5467198491096497,0.5624967813491821,0.4747050404548645,0.3949766932505994,0.9191733887118678
22,0.4858299493789673,0.5078369379043579,0.5177409052848816,0.47052472829818726,0.3934575652313088,0.9131786092635124
23,0.5258500576019287,0.5532188415527344,0.5638408064842224,0.5024469494819641,0.3834349729661499,0.9156244762482182
24,0.5311185717582703,0.5640526413917542,0.5767331123352051,0.4937520921230316,0.38250359894347286,0.9173806540427669
25,0.5341435670852661,0.56147301197052,0.5744860768318176,0.5074389576911926,0.3621063948789191,0.9097842228028082
26,0.5158063769340515,0.535906195640564,0.5528427958488464,0.5003113746643066,0.35914995805210165,0.911791120806048
27,0.5419718623161316,0.574278712272644,0.584957480430603,0.5097750425338745,0.35242596704272494,0.9146031525827223
28,0.5475866794586182,0.5749877095222473,0.5885053873062134,0.5226434469223022,0.35174295298695085,0.9113955478514394
29,0.5458119511604309,0.5695138573646545,0.5801421999931335,0.5340490341186523,0.3571351586630748,0.9067801487061286
30,0.5440221428871155,0.5684942603111267,0.5837088823318481,0.5255919694900513,0.34317010322645786,0.906806343986142
31,0.5516577363014221,0.5851590633392334,0.5931182503700256,0.5160569548606873,0.3406217796277375,0.9128553444339383
32,0.5675274133682251,0.5970538258552551,0.6051336526870728,0.546084463596344,0.32439048011456767,0.9063511529276448
33,0.5578281283378601,0.5890315771102905,0.5980114340782166,0.528642475605011,0.3438978024247673,0.9081233297624896
34,0.5333037972450256,0.5675264000892639,0.5769612789154053,0.4938884377479553,0.3256960263806245,0.9127792754480916
35,0.5817024111747742,0.611844539642334,0.619602382183075,0.5565866231918335,0.3184755128177424,0.903969782014047
36,0.5739331245422363,0.6076923608779907,0.6150218844413757,0.539924681186676,0.3167336473181363,0.9082223292320005
37,0.5572217106819153,0.590957522392273,0.5981409549713135,0.5237531065940857,0.31816641378006144,0.9036039979227127
38,0.5618916153907776,0.5921514630317688,0.6026741862297058,0.5345129370689392,0.3266172974009908,0.9081043485672243
39,0.5853233933448792,0.6146411299705505,0.6245070695877075,0.5574409365653992,0.3225679509341717,0.9056286734919394
40,0.5970840454101562,0.6325479745864868,0.6368390321731567,0.5649693608283997,0.32323368097985944,0.9055164052594092
41,0.5918394327163696,0.626300573348999,0.6341856122016907,0.5552562475204468,0.3142158521128999,0.9055974656535734
42,0.5896070599555969,0.621860146522522,0.6292006969451904,0.5603936910629272,0.3069450320946353,0.9056158085023204
43,0.5540889501571655,0.5832147002220154,0.5905451774597168,0.5281956791877747,0.3120041371533467,0.9019434702011847
44,0.5527363419532776,0.5909494161605835,0.5960797071456909,0.5096925497055054,0.30898664209751353,0.910253599766762
45,0.5742481350898743,0.6064469814300537,0.614798367023468,0.5454155206680298,0.309566568898698,0.9009352883984966
46,0.6003316044807434,0.6360727548599243,0.644351601600647,0.5613250732421875,0.29196693208969887,0.9045372451505354
47,0.593817412853241,0.630189061164856,0.6387913823127747,0.5483555197715759,0.29206387314104265,0.903159583768537
48,0.5625565052032471,0.5894581079483032,0.5973061323165894,0.5385985970497131,0.28766241890468425,0.9019127122817501
49,0.5928741097450256,0.6279721856117249,0.6303980350494385,0.5591670274734497,0.2825195109471679,0.9002961054924996
50,0.5780958533287048,0.6101860404014587,0.6156355142593384,0.5441452264785767,0.2865040933172549,0.899856819260505
51,0.6035803556442261,0.6348509788513184,0.6418032646179199,0.5734943151473999,0.3046490072362846,0.9039650367152307
52,0.5804075598716736,0.613037645816803,0.6204290986061096,0.5477333664894104,0.3108681934254785,0.9017823646145482
53,0.597149133682251,0.6319233179092407,0.6323300004005432,0.5687193274497986,0.3019380112208666,0.9015670534103147
54,0.5849394202232361,0.6170023679733276,0.6216299533843994,0.560958981513977,0.30139354538292656,0.9014641411842839
55,0.5636155009269714,0.5891344547271729,0.5983143448829651,0.5436758399009705,0.31635901267309824,0.900000851000509
56,0.5771595239639282,0.6104046106338501,0.6163144111633301,0.5415934324264526,0.2912951887044455,0.9080891859146857
57,0.609957218170166,0.6445850133895874,0.6533573865890503,0.5664032101631165,0.2984740766546419,0.9014343446300875
58,0.5978211164474487,0.6356852054595947,0.6409940123558044,0.5517049431800842,0.29498840680706406,0.9025273150013339
59,0.5982823967933655,0.6300884485244751,0.6387597918510437,0.5652986168861389,0.292588863596921,0.9007883840991605
60,0.5968974828720093,0.6313127875328064,0.6387447118759155,0.5520087480545044,0.29209844523199624,0.8996579474018466
61,0.5985771417617798,0.6353341341018677,0.6395546793937683,0.5556354522705078,0.2802313460758136,0.9047195969089386
62,0.5877002477645874,0.617469072341919,0.6278861165046692,0.5518780946731567,0.29943149180842504,0.9012787899663371
63,0.5885637402534485,0.6195889115333557,0.6276711225509644,0.5574029684066772,0.2783784454147662,0.8983578489672753
64,0.5871093273162842,0.617441713809967,0.6233395338058472,0.5578073859214783,0.2764390611480321,0.899228572845459
65,0.5957862138748169,0.6270661354064941,0.6336579322814941,0.5611985921859741,0.26233743598324155,0.8975018416681597
66,0.5633233189582825,0.5963860750198364,0.6038466691970825,0.5248309373855591,0.3570233736968329,0.9050043263743001
67,0.5820077657699585,0.617979109287262,0.6217033863067627,0.5358583331108093,0.2852022587021272,0.9011040003068985
68,0.5856668949127197,0.6223995685577393,0.6238976716995239,0.5466784834861755,0.26418576598347676,0.9021946095651195
69,0.5977091789245605,0.6318650841712952,0.6369738578796387,0.5636715292930603,0.2748448878767029,0.9010785529690404
70,0.6304501891136169,0.6639867424964905,0.6710295677185059,0.5901986956596375,0.27481892730499946,0.8978833210083746
71,0.5920566320419312,0.6225450038909912,0.6275314092636108,0.5614442825317383,0.26909026444979733,0.8979084780139308
72,0.6109678149223328,0.6404073238372803,0.6504961848258972,0.5789288878440857,0.2678721624336416,0.8982907149099535
73,0.6038877367973328,0.633135974407196,0.6409257650375366,0.5685057044029236,0.2599101727077317,0.8981522244791831
74,0.5911690592765808,0.6147719621658325,0.6202261447906494,0.5821821093559265,0.25771429237999743,0.8960000315020161
75,0.635526180267334,0.6683576107025146,0.673848569393158,0.6001924276351929,0.2579795243218541,0.8962280884865792
76,0.6195206046104431,0.6446797847747803,0.6493549942970276,0.6069971919059753,0.25721103803164536,0.8967859379706844
77,0.6128917932510376,0.6432794332504272,0.6501377820968628,0.5800787210464478,0.26674568894950135,0.8995617551188315
78,0.6427486538887024,0.676358699798584,0.6829809546470642,0.6021454930305481,0.26788961918904414,0.8961243110318338
79,0.5970850586891174,0.624377965927124,0.6321338415145874,0.5656134486198425,0.2512051884926135,0.8971924128070954
80,0.5977700352668762,0.6221845149993896,0.6280208230018616,0.5836457014083862,0.2521655783958493,0.8949486767092059
81,0.6264815926551819,0.6560869812965393,0.6634690761566162,0.60113924741745,0.24223807891229948,0.8952898998414317
82,0.6042041182518005,0.6298791170120239,0.6353530287742615,0.588912308216095,0.24734586016124777,0.8947157763665722
83,0.6248811483383179,0.6551691293716431,0.663046658039093,0.5953046083450317,0.24678878420062603,0.8992419896587249
84,0.621260404586792,0.6514681577682495,0.6553338766098022,0.5984140038490295,0.23658217941861479,0.8942871209113828
85,0.6029129028320312,0.6312227845191956,0.6411007046699524,0.5764198899269104,0.23421231095468806,0.8947004425910211
86,0.6213015913963318,0.6599780917167664,0.6675085425376892,0.5713768005371094,0.24901663827439469,0.8982977194170798
87,0.6199894547462463,0.6508472561836243,0.6573024392127991,0.5883711576461792,0.24567956678689487,0.8948541591244359
88,0.6396691799163818,0.6692402958869934,0.674538254737854,0.6152467131614685,0.23362051372626616,0.8941405703944545
89,0.639184832572937,0.6721230745315552,0.6775319576263428,0.6037883162498474,0.22477274176274095,0.8948466258664285
90,0.6432307958602905,0.6734620332717896,0.6814757585525513,0.6148951649665833,0.24893255225352703,0.894807840547254
91,0.637270987033844,0.6690846085548401,0.6767792105674744,0.6044365763664246,0.23836695865517663,0.8950578954912001
92,0.6354259252548218,0.6699343323707581,0.6756778955459595,0.5962916612625122,0.2374996106560913,0.8960634643031705
93,0.6409802436828613,0.6722502112388611,0.6763381361961365,0.6126409769058228,0.22603754789358185,0.8938843665584442
94,0.6302316784858704,0.6595762372016907,0.6659701466560364,0.6047047972679138,0.2336382133014981,0.8955756675812506
95,0.6444013118743896,0.674781084060669,0.681498110294342,0.6160280108451843,0.2248476975627484,0.8941559233973103
96,0.6490307450294495,0.682618260383606,0.6892420649528503,0.6146858930587769,0.2151621078561631,0.8935607133373138
97,0.6439632177352905,0.6726956367492676,0.6793707609176636,0.6180830001831055,0.22222223834344937,0.8943170405203297
98,0.642218291759491,0.6741978526115417,0.6772717833518982,0.6121621131896973,0.2240355246279749,0.8959819251491178
99,0.6429862380027771,0.674352765083313,0.681151270866394,0.6125569939613342,0.21989859569998038,0.893683418150871
100,0.6072806119918823,0.6350898146629333,0.6410558223724365,0.586302638053894,0.23212507814769784,0.8926126418575164
