epoch,metric,metric_tc,metric_wt,metric_et,train_loss,val_loss
1,0.011329863220453262,0.010529093444347382,0.009401949122548103,0.015560748055577278,0.9885282634246734,0.9903702409036698
2,0.01238876674324274,0.017672929912805557,0.008977033197879791,0.011638371273875237,0.9836361288062988,0.9893107914155529
3,0.05083981528878212,0.12668946385383606,0.00966609176248312,0.01788163185119629,0.9687260072077474,0.9802611566358997
4,0.11213094741106033,0.3146997392177582,0.00821554847061634,0.014920343644917011,0.8695034303011433,0.9687726343831708
5,0.11979055404663086,0.3346690535545349,0.009167101234197617,0.017198791727423668,0.8281635848745224,0.9641153658590009
6,0.13898219168186188,0.3920029103755951,0.009217401035130024,0.017389396205544472,0.8181844819937983,0.9608533190142724
7,0.13804349303245544,0.38888588547706604,0.009278549812734127,0.017558256164193153,0.8119141168652042,0.9596151113510132
8,0.13699853420257568,0.3858860433101654,0.009288846515119076,0.017502307891845703,0.8045973063957307,0.9587987911316657
9,0.14060798287391663,0.39697927236557007,0.009162827394902706,0.01721199043095112,0.803115984124522,0.9576472082445698
10,0.14130592346191406,0.3997136652469635,0.009023783728480339,0.01670958288013935,0.7955462846063799,0.9584103303570901
11,0.1429886668920517,0.4043470621109009,0.009069953113794327,0.016950083896517754,0.7942779073792119,0.9570210979830834
12,0.15654507279396057,0.445180207490921,0.008793879300355911,0.01607346720993519,0.7898236873649782,0.9569879539551274
13,0.14970095455646515,0.4224456548690796,0.009439220651984215,0.017893996089696884,0.7843052487700216,0.9541687427028533
14,0.14710712432861328,0.41548722982406616,0.009246289730072021,0.01746540702879429,0.7825242350659063,0.9547704092917904
15,0.15549172461032867,0.44051551818847656,0.009336572140455246,0.01763213239610195,0.7794968916043159,0.9518262570904147
16,0.1684035062789917,0.47959691286087036,0.009137257002294064,0.01726718060672283,0.7758579480071222,0.9519706541492093
17,0.15478448569774628,0.4374181032180786,0.009257229045033455,0.01758977212011814,0.7763224727203769,0.9515275416835662
18,0.16555255651474,0.47009479999542236,0.009441527538001537,0.017928797751665115,0.7713261263505105,0.9489718925568366
19,0.1589609831571579,0.45016756653785706,0.009442630223929882,0.018037348985671997,0.7705130841462843,0.9312969753819127
20,0.16344937682151794,0.4636739194393158,0.009501397609710693,0.018147557973861694,0.7712704402304464,0.9494228574537462
21,0.16834507882595062,0.4785242974758148,0.009356235153973103,0.017810557037591934,0.767168597588616,0.9491012250223467
22,0.15840013325214386,0.44844281673431396,0.009580006822943687,0.018412122502923012,0.7620058011624121,0.9486224593654755
23,0.1570850908756256,0.4448237717151642,0.009452968835830688,0.018327180296182632,0.7621707113519791,0.9499902744447032
24,0.1546926349401474,0.4376165270805359,0.009461251087486744,0.0184556283056736,0.7658362157883183,0.9491918625370148
25,0.17861205339431763,0.5082295536994934,0.009398103691637516,0.018374966457486153,0.756830888890451,0.9468519841471026
26,0.1738361120223999,0.4936141073703766,0.009447863325476646,0.018673816695809364,0.7553402459429156,0.9473467353851565
27,0.18843835592269897,0.5345240235328674,0.009064026176929474,0.017809037119150162,0.7591624579602673,0.9495906964425118
28,0.18311119079589844,0.5166088342666626,0.009351394139230251,0.019122781231999397,0.7548264140082944,0.9487775391147982
29,0.18301792442798615,0.5184934139251709,0.009120671078562737,0.01876659505069256,0.7570224370687239,0.951815245612975
30,0.17816098034381866,0.5056722164154053,0.00941744539886713,0.019715385511517525,0.7517751498568442,0.9507298873316857
31,0.17085447907447815,0.48352736234664917,0.009808032773435116,0.020079480484128,0.7579023845253452,0.9503530052400404
32,0.18149341642856598,0.507497251033783,0.017123917117714882,0.02084415778517723,0.7499939484461662,0.939887975492785
33,0.1793387234210968,0.4952264130115509,0.01894410140812397,0.02168465591967106,0.7474027910540181,0.9158134595040353
